--- Parsing VGM: console_player/music/if-fmt_version_1/03_Scenario_Intro.vgm ---
VGM Version: 0x171
Data Start Offset: 0x100

Time (s)  | Offset(h) | Command
14.8243   | 00006BBF  | 61: WAIT
14.8244   | 00006BC2  | 52: YM2612 P0 (reg: 0xA1, val: 0x4E)
14.8244   | 00006BC5  | 52: YM2612 P0 (reg: 0x28, val: 0x01)
14.8244   | 00006BC8  | 61: WAIT
14.8244   | 00006BCB  | 52: YM2612 P0 (reg: 0x28, val: 0xF1)
14.8244   | 00006BCE  | 52: YM2612 P0 (reg: 0x45, val: 0x1E)
14.8244   | 00006BD1  | 61: WAIT
14.8244   | 00006BD4  | 52: YM2612 P0 (reg: 0x49, val: 0x1E)
14.8244   | 00006BD7  | 52: YM2612 P0 (reg: 0x4D, val: 0x1E)
14.8244   | 00006BDA  | 61: WAIT
14.8244   | 00006BDD  | 52: YM2612 P0 (reg: 0xA6, val: 0x1A)
14.8244   | 00006BE0  | 52: YM2612 P0 (reg: 0xA2, val: 0xB6)
14.8244   | 00006BE3  | 52: YM2612 P0 (reg: 0x28, val: 0x02)
14.8244   | 00006BE6  | 61: WAIT
14.8244   | 00006BE9  | 52: YM2612 P0 (reg: 0x28, val: 0xF2)
14.8244   | 00006BEC  | 52: YM2612 P0 (reg: 0x4E, val: 0x1C)
14.8244   | 00006BEF  | 61: WAIT
14.8245   | 00006BF2  | 53: YM2612 P1 (reg: 0x44, val: 0x2C)
14.8245   | 00006BF5  | 61: WAIT
14.8245   | 00006BF8  | 53: YM2612 P1 (reg: 0x48, val: 0x2C)
14.8245   | 00006BFB  | 53: YM2612 P1 (reg: 0x4C, val: 0x2C)
14.8245   | 00006BFE  | 61: WAIT
14.8245   | 00006C01  | 53: YM2612 P1 (reg: 0xA4, val: 0x23)
14.8245   | 00006C04  | 53: YM2612 P1 (reg: 0xA0, val: 0x0F)
14.8245   | 00006C07  | 61: WAIT
14.8245   | 00006C0A  | 53: YM2612 P1 (reg: 0xA5, val: 0x1B)
14.8245   | 00006C0D  | 53: YM2612 P1 (reg: 0xA1, val: 0x0B)
14.8245   | 00006C10  | 61: WAIT
14.8246   | 00006C13  | 52: YM2612 P0 (reg: 0x28, val: 0x05)
14.8246   | 00006C16  | 52: YM2612 P0 (reg: 0x28, val: 0xF5)
14.8246   | 00006C19  | 61: WAIT
14.8246   | 00006C1C  | 53: YM2612 P1 (reg: 0x41, val: 0x22)
14.8246   | 00006C1F  | 53: YM2612 P1 (reg: 0x45, val: 0x22)
14.8246   | 00006C22  | 53: YM2612 P1 (reg: 0x49, val: 0x22)
14.8246   | 00006C25  | 61: WAIT
14.8246   | 00006C28  | 53: YM2612 P1 (reg: 0x4D, val: 0x22)
14.8246   | 00006C2B  | 61: WAIT
14.8246   | 00006C2E  | 53: YM2612 P1 (reg: 0xA6, val: 0x14)
14.8246   | 00006C31  | 53: YM2612 P1 (reg: 0xA2, val: 0x8F)
14.8246   | 00006C34  | 52: YM2612 P0 (reg: 0x28, val: 0x06)
14.8246   | 00006C37  | 61: WAIT
14.8246   | 00006C3A  | 52: YM2612 P0 (reg: 0x28, val: 0xF6)
14.8246   | 00006C3D  | 53: YM2612 P1 (reg: 0x42, val: 0x22)
14.8246   | 00006C40  | 61: WAIT
14.8247   | 00006C43  | 53: YM2612 P1 (reg: 0x46, val: 0x22)
14.8247   | 00006C46  | 53: YM2612 P1 (reg: 0x4A, val: 0x22)
14.8247   | 00006C49  | 61: WAIT
14.8247   | 00006C4C  | 53: YM2612 P1 (reg: 0x4E, val: 0x22)
14.8247   | 00006C4F  | 61: WAIT
14.8488   | 00006C52  | 52: YM2612 P0 (reg: 0x27, val: 0x2A)
14.8488   | 00006C55  | 52: YM2612 P0 (reg: 0x27, val: 0x2A)
14.8488   | 00006C58  | 61: WAIT
14.8736   | 00006C5B  | 52: YM2612 P0 (reg: 0x27, val: 0x2A)
14.8736   | 00006C5E  | 52: YM2612 P0 (reg: 0x27, val: 0x2A)
14.8736   | 00006C61  | 61: WAIT
14.8983   | 00006C64  | 52: YM2612 P0 (reg: 0x27, val: 0x2A)
14.8983   | 00006C67  | 52: YM2612 P0 (reg: 0x27, val: 0x2A)
14.8983   | 00006C6A  | 61: WAIT
14.9231   | 00006C6D  | 52: YM2612 P0 (reg: 0x27, val: 0x2A)
14.9231   | 00006C70  | 52: YM2612 P0 (reg: 0x27, val: 0x2A)
14.9231   | 00006C73  | 61: WAIT
14.9478   | 00006C76  | 52: YM2612 P0 (reg: 0x27, val: 0x2A)
14.9478   | 00006C79  | 61: WAIT
14.9479   | 00006C7C  | 52: YM2612 P0 (reg: 0x27, val: 0x2A)
14.9479   | 00006C7F  | 61: WAIT
14.9726   | 00006C82  | 52: YM2612 P0 (reg: 0x27, val: 0x2A)
14.9726   | 00006C85  | 52: YM2612 P0 (reg: 0x27, val: 0x2A)
14.9726   | 00006C88  | 61: WAIT
14.9727   | 00006C8B  | 52: YM2612 P0 (reg: 0x28, val: 0x04)
14.9727   | 00006C8E  | 61: WAIT
14.9974   | 00006C91  | 52: YM2612 P0 (reg: 0x27, val: 0x2A)
14.9974   | 00006C94  | 52: YM2612 P0 (reg: 0x27, val: 0x2A)
14.9974   | 00006C97  | 61: WAIT

--- Reached end time. ---

--- Parsing complete. ---
