--- Parsing VGM: console_player/music/ws_vgm_ff1/25_Fanfare.vgm ---
VGM Version: 0x171
Data Start Offset: 0xE0

Offset(h) | Command
00000A95  | BC: WonderSwan (reg: 0x0B, val: 0x00)
00000A98  | 76: WAIT n+1 (val: 7)
00000A99  | BC: WonderSwan (reg: 0x06, val: 0x99)
00000A9C  | BC: WonderSwan (reg: 0x07, val: 0x07)
00000A9F  | 70: WAIT n+1 (val: 1)
00000AA0  | BC: WonderSwan (reg: 0x10, val: 0x4F)
00000AA3  | 70: WAIT n+1 (val: 1)
00000AA4  | BC: WonderSwan (reg: 0x10, val: 0x4F)
00000AA7  | 61: WAIT (val: 539)
00000AAA  | BC: WonderSwan (reg: 0x08, val: 0x88)
00000AAD  | 74: WAIT n+1 (val: 5)
00000AAE  | BC: WonderSwan (reg: 0x09, val: 0x83)
00000AB1  | 74: WAIT n+1 (val: 5)
00000AB2  | BC: WonderSwan (reg: 0x0A, val: 0xAA)
00000AB5  | 74: WAIT n+1 (val: 5)
00000AB6  | BC: WonderSwan (reg: 0x0B, val: 0x38)
00000AB9  | 71: WAIT n+1 (val: 2)
00000ABA  | BC: WonderSwan (reg: 0x10, val: 0x4F)
00000ABD  | 61: WAIT (val: 568)
00000AC0  | BC: WonderSwan (reg: 0x08, val: 0x88)
00000AC3  | 74: WAIT n+1 (val: 5)
00000AC4  | BC: WonderSwan (reg: 0x09, val: 0x83)
00000AC7  | 75: WAIT n+1 (val: 6)
00000AC8  | BC: WonderSwan (reg: 0x0A, val: 0xAA)
00000ACB  | 74: WAIT n+1 (val: 5)
00000ACC  | BC: WonderSwan (reg: 0x0B, val: 0x38)
00000ACF  | 71: WAIT n+1 (val: 2)
00000AD0  | BC: WonderSwan (reg: 0x10, val: 0x4F)
00000AD3  | 61: WAIT (val: 566)
00000AD6  | BC: WonderSwan (reg: 0x08, val: 0x88)
00000AD9  | 74: WAIT n+1 (val: 5)
00000ADA  | BC: WonderSwan (reg: 0x09, val: 0x83)
00000ADD  | 74: WAIT n+1 (val: 5)
00000ADE  | BC: WonderSwan (reg: 0x0A, val: 0xAA)
00000AE1  | 74: WAIT n+1 (val: 5)
00000AE2  | BC: WonderSwan (reg: 0x0B, val: 0x38)
00000AE5  | 70: WAIT n+1 (val: 1)
00000AE6  | BC: WonderSwan (reg: 0x10, val: 0x4F)
00000AE9  | 61: WAIT (val: 568)
00000AEC  | BC: WonderSwan (reg: 0x08, val: 0x88)
00000AEF  | 76: WAIT n+1 (val: 7)
00000AF0  | BC: WonderSwan (reg: 0x00, val: 0xB3)
00000AF3  | BC: WonderSwan (reg: 0x01, val: 0x07)
00000AF6  | 74: WAIT n+1 (val: 5)
00000AF7  | BC: WonderSwan (reg: 0x09, val: 0x83)
00000AFA  | 76: WAIT n+1 (val: 7)
00000AFB  | BC: WonderSwan (reg: 0x02, val: 0x86)
00000AFE  | BC: WonderSwan (reg: 0x03, val: 0x07)
00000B01  | 74: WAIT n+1 (val: 5)
00000B02  | BC: WonderSwan (reg: 0x0A, val: 0xAA)
00000B05  | 76: WAIT n+1 (val: 7)
00000B06  | BC: WonderSwan (reg: 0x04, val: 0x64)
00000B09  | BC: WonderSwan (reg: 0x05, val: 0x06)
00000B0C  | 70: WAIT n+1 (val: 1)
00000B0D  | BC: WonderSwan (reg: 0x0C, val: 0x00)
00000B10  | 74: WAIT n+1 (val: 5)
00000B11  | BC: WonderSwan (reg: 0x0B, val: 0x38)
00000B14  | 73: WAIT n+1 (val: 4)
00000B15  | BC: WonderSwan (reg: 0x10, val: 0x4F)
00000B18  | 61: WAIT (val: 544)
00000B1B  | BC: WonderSwan (reg: 0x08, val: 0x33)
00000B1E  | 73: WAIT n+1 (val: 4)
00000B1F  | BC: WonderSwan (reg: 0x09, val: 0x33)
00000B22  | 74: WAIT n+1 (val: 5)
00000B23  | BC: WonderSwan (reg: 0x0A, val: 0x47)
00000B26  | 74: WAIT n+1 (val: 5)
00000B27  | BC: WonderSwan (reg: 0x0B, val: 0x00)
00000B2A  | 71: WAIT n+1 (val: 2)
00000B2B  | BC: WonderSwan (reg: 0x10, val: 0x4F)
00000B2E  | 61: WAIT (val: 568)
00000B31  | BC: WonderSwan (reg: 0x08, val: 0x33)
00000B34  | 74: WAIT n+1 (val: 5)
00000B35  | BC: WonderSwan (reg: 0x09, val: 0x33)
00000B38  | 75: WAIT n+1 (val: 6)
00000B39  | BC: WonderSwan (reg: 0x0A, val: 0x47)
00000B3C  | 75: WAIT n+1 (val: 6)
00000B3D  | BC: WonderSwan (reg: 0x0B, val: 0x00)
00000B40  | 70: WAIT n+1 (val: 1)
00000B41  | BC: WonderSwan (reg: 0x10, val: 0x4F)
00000B44  | 61: WAIT (val: 566)
00000B47  | BC: WonderSwan (reg: 0x08, val: 0x33)
00000B4A  | 74: WAIT n+1 (val: 5)
00000B4B  | BC: WonderSwan (reg: 0x09, val: 0x33)
00000B4E  | 74: WAIT n+1 (val: 5)
00000B4F  | BC: WonderSwan (reg: 0x0A, val: 0x47)
00000B52  | 74: WAIT n+1 (val: 5)
00000B53  | BC: WonderSwan (reg: 0x0B, val: 0x00)
00000B56  | 70: WAIT n+1 (val: 1)
00000B57  | BC: WonderSwan (reg: 0x10, val: 0x4F)
00000B5A  | 61: WAIT (val: 568)
00000B5D  | BC: WonderSwan (reg: 0x08, val: 0x33)
00000B60  | 77: WAIT n+1 (val: 8)
00000B61  | BC: WonderSwan (reg: 0x00, val: 0xB3)
00000B64  | BC: WonderSwan (reg: 0x01, val: 0x07)
00000B67  | 74: WAIT n+1 (val: 5)
00000B68  | BC: WonderSwan (reg: 0x09, val: 0x33)
00000B6B  | 77: WAIT n+1 (val: 8)
00000B6C  | BC: WonderSwan (reg: 0x02, val: 0x86)
00000B6F  | BC: WonderSwan (reg: 0x03, val: 0x07)
00000B72  | 74: WAIT n+1 (val: 5)
00000B73  | BC: WonderSwan (reg: 0x0A, val: 0x47)
00000B76  | 77: WAIT n+1 (val: 8)
00000B77  | BC: WonderSwan (reg: 0x04, val: 0x97)
00000B7A  | BC: WonderSwan (reg: 0x05, val: 0x05)
00000B7D  | BC: WonderSwan (reg: 0x0C, val: 0x00)
00000B80  | 74: WAIT n+1 (val: 5)
00000B81  | BC: WonderSwan (reg: 0x0B, val: 0x00)
00000B84  | 76: WAIT n+1 (val: 7)
00000B85  | BC: WonderSwan (reg: 0x06, val: 0x99)
00000B88  | BC: WonderSwan (reg: 0x07, val: 0x07)
00000B8B  | BC: WonderSwan (reg: 0x10, val: 0x4F)
00000B8E  | 70: WAIT n+1 (val: 1)
00000B8F  | BC: WonderSwan (reg: 0x10, val: 0x4F)
00000B92  | 61: WAIT (val: 538)
00000B95  | BC: WonderSwan (reg: 0x08, val: 0x88)
00000B98  | 74: WAIT n+1 (val: 5)
00000B99  | BC: WonderSwan (reg: 0x09, val: 0x83)
00000B9C  | 74: WAIT n+1 (val: 5)
00000B9D  | BC: WonderSwan (reg: 0x0A, val: 0xAA)
00000BA0  | 74: WAIT n+1 (val: 5)
00000BA1  | BC: WonderSwan (reg: 0x0B, val: 0x38)
00000BA4  | 70: WAIT n+1 (val: 1)
00000BA5  | BC: WonderSwan (reg: 0x10, val: 0x4F)
00000BA8  | 61: WAIT (val: 568)
00000BAB  | BC: WonderSwan (reg: 0x08, val: 0x88)
00000BAE  | 75: WAIT n+1 (val: 6)
00000BAF  | BC: WonderSwan (reg: 0x09, val: 0x83)
00000BB2  | 74: WAIT n+1 (val: 5)
00000BB3  | BC: WonderSwan (reg: 0x0A, val: 0xAA)
00000BB6  | 75: WAIT n+1 (val: 6)
00000BB7  | BC: WonderSwan (reg: 0x0B, val: 0x38)
00000BBA  | 71: WAIT n+1 (val: 2)
00000BBB  | BC: WonderSwan (reg: 0x10, val: 0x4F)
00000BBE  | 61: WAIT (val: 565)
00000BC1  | BC: WonderSwan (reg: 0x08, val: 0x88)
00000BC4  | 75: WAIT n+1 (val: 6)
00000BC5  | BC: WonderSwan (reg: 0x09, val: 0x83)
00000BC8  | 75: WAIT n+1 (val: 6)
00000BC9  | BC: WonderSwan (reg: 0x0A, val: 0xAA)
00000BCC  | 74: WAIT n+1 (val: 5)
00000BCD  | BC: WonderSwan (reg: 0x0B, val: 0x38)
00000BD0  | 71: WAIT n+1 (val: 2)
00000BD1  | BC: WonderSwan (reg: 0x10, val: 0x4F)
00000BD4  | 61: WAIT (val: 566)
00000BD7  | BC: WonderSwan (reg: 0x08, val: 0x77)
00000BDA  | 74: WAIT n+1 (val: 5)
00000BDB  | BC: WonderSwan (reg: 0x09, val: 0x73)
00000BDE  | 74: WAIT n+1 (val: 5)
00000BDF  | BC: WonderSwan (reg: 0x0A, val: 0xAA)
00000BE2  | 74: WAIT n+1 (val: 5)
00000BE3  | BC: WonderSwan (reg: 0x0B, val: 0x38)
00000BE6  | 70: WAIT n+1 (val: 1)
00000BE7  | BC: WonderSwan (reg: 0x10, val: 0x4F)
00000BEA  | 61: WAIT (val: 568)
00000BED  | BC: WonderSwan (reg: 0x08, val: 0x77)
00000BF0  | 74: WAIT n+1 (val: 5)
00000BF1  | BC: WonderSwan (reg: 0x09, val: 0x73)
00000BF4  | 75: WAIT n+1 (val: 6)
00000BF5  | BC: WonderSwan (reg: 0x0A, val: 0x99)
00000BF8  | 75: WAIT n+1 (val: 6)
00000BF9  | BC: WonderSwan (reg: 0x0B, val: 0x37)
00000BFC  | 70: WAIT n+1 (val: 1)
00000BFD  | BC: WonderSwan (reg: 0x10, val: 0x4F)
00000C00  | 61: WAIT (val: 566)
00000C03  | BC: WonderSwan (reg: 0x08, val: 0x77)
00000C06  | 74: WAIT n+1 (val: 5)
00000C07  | BC: WonderSwan (reg: 0x09, val: 0x73)
00000C0A  | 74: WAIT n+1 (val: 5)
00000C0B  | BC: WonderSwan (reg: 0x0A, val: 0x99)
00000C0E  | 74: WAIT n+1 (val: 5)
00000C0F  | BC: WonderSwan (reg: 0x0B, val: 0x37)
00000C12  | 70: WAIT n+1 (val: 1)
00000C13  | BC: WonderSwan (reg: 0x10, val: 0x4F)
00000C16  | 61: WAIT (val: 569)
00000C19  | BC: WonderSwan (reg: 0x08, val: 0x77)
00000C1C  | 74: WAIT n+1 (val: 5)
00000C1D  | BC: WonderSwan (reg: 0x09, val: 0x73)
00000C20  | 75: WAIT n+1 (val: 6)
00000C21  | BC: WonderSwan (reg: 0x0A, val: 0x99)
00000C24  | 74: WAIT n+1 (val: 5)
00000C25  | BC: WonderSwan (reg: 0x0B, val: 0x37)
00000C28  | 71: WAIT n+1 (val: 2)
00000C29  | BC: WonderSwan (reg: 0x10, val: 0x4F)
00000C2C  | 61: WAIT (val: 566)
00000C2F  | BC: WonderSwan (reg: 0x08, val: 0x77)
00000C32  | 74: WAIT n+1 (val: 5)
00000C33  | BC: WonderSwan (reg: 0x09, val: 0x73)
00000C36  | 74: WAIT n+1 (val: 5)
00000C37  | BC: WonderSwan (reg: 0x0A, val: 0x99)
00000C3A  | 74: WAIT n+1 (val: 5)
00000C3B  | BC: WonderSwan (reg: 0x0B, val: 0x37)
00000C3E  | 70: WAIT n+1 (val: 1)
00000C3F  | BC: WonderSwan (reg: 0x10, val: 0x4F)
00000C42  | 61: WAIT (val: 568)
00000C45  | BC: WonderSwan (reg: 0x08, val: 0x77)
00000C48  | 75: WAIT n+1 (val: 6)
00000C49  | BC: WonderSwan (reg: 0x09, val: 0x73)
00000C4C  | 74: WAIT n+1 (val: 5)
00000C4D  | BC: WonderSwan (reg: 0x0A, val: 0x99)
00000C50  | 75: WAIT n+1 (val: 6)
00000C51  | BC: WonderSwan (reg: 0x0B, val: 0x37)
00000C54  | 71: WAIT n+1 (val: 2)
00000C55  | BC: WonderSwan (reg: 0x10, val: 0x4F)
00000C58  | 61: WAIT (val: 566)
00000C5B  | BC: WonderSwan (reg: 0x08, val: 0x66)
00000C5E  | 73: WAIT n+1 (val: 4)
00000C5F  | BC: WonderSwan (reg: 0x09, val: 0x63)
00000C62  | 74: WAIT n+1 (val: 5)
00000C63  | BC: WonderSwan (reg: 0x0A, val: 0x99)
00000C66  | 74: WAIT n+1 (val: 5)
00000C67  | BC: WonderSwan (reg: 0x0B, val: 0x37)
00000C6A  | 71: WAIT n+1 (val: 2)
00000C6B  | BC: WonderSwan (reg: 0x10, val: 0x4F)
00000C6E  | 61: WAIT (val: 568)
00000C71  | BC: WonderSwan (reg: 0x08, val: 0x66)
00000C74  | 74: WAIT n+1 (val: 5)
00000C75  | BC: WonderSwan (reg: 0x09, val: 0x63)
00000C78  | 75: WAIT n+1 (val: 6)
00000C79  | BC: WonderSwan (reg: 0x0A, val: 0x99)
00000C7C  | 74: WAIT n+1 (val: 5)
00000C7D  | BC: WonderSwan (reg: 0x0B, val: 0x37)
00000C80  | 71: WAIT n+1 (val: 2)
00000C81  | BC: WonderSwan (reg: 0x10, val: 0x4F)
00000C84  | 61: WAIT (val: 566)
00000C87  | BC: WonderSwan (reg: 0x08, val: 0x66)
00000C8A  | 74: WAIT n+1 (val: 5)
00000C8B  | BC: WonderSwan (reg: 0x09, val: 0x63)
00000C8E  | 74: WAIT n+1 (val: 5)
00000C8F  | BC: WonderSwan (reg: 0x0A, val: 0x99)
00000C92  | 74: WAIT n+1 (val: 5)
00000C93  | BC: WonderSwan (reg: 0x0B, val: 0x37)
00000C96  | 70: WAIT n+1 (val: 1)
00000C97  | BC: WonderSwan (reg: 0x10, val: 0x4F)
00000C9A  | 61: WAIT (val: 569)
00000C9D  | BC: WonderSwan (reg: 0x08, val: 0x66)
00000CA0  | 74: WAIT n+1 (val: 5)
00000CA1  | BC: WonderSwan (reg: 0x09, val: 0x63)
00000CA4  | 75: WAIT n+1 (val: 6)
00000CA5  | BC: WonderSwan (reg: 0x0A, val: 0x88)
00000CA8  | 74: WAIT n+1 (val: 5)
00000CA9  | BC: WonderSwan (reg: 0x0B, val: 0x36)
00000CAC  | 71: WAIT n+1 (val: 2)
00000CAD  | BC: WonderSwan (reg: 0x10, val: 0x4F)
00000CB0  | 61: WAIT (val: 566)
00000CB3  | BC: WonderSwan (reg: 0x08, val: 0x66)
00000CB6  | 74: WAIT n+1 (val: 5)
00000CB7  | BC: WonderSwan (reg: 0x09, val: 0x63)
00000CBA  | 74: WAIT n+1 (val: 5)
00000CBB  | BC: WonderSwan (reg: 0x0A, val: 0x88)
00000CBE  | 73: WAIT n+1 (val: 4)
00000CBF  | BC: WonderSwan (reg: 0x0B, val: 0x36)
00000CC2  | 71: WAIT n+1 (val: 2)
00000CC3  | BC: WonderSwan (reg: 0x10, val: 0x4F)
00000CC6  | 61: WAIT (val: 568)
00000CC9  | BC: WonderSwan (reg: 0x08, val: 0x66)
00000CCC  | 75: WAIT n+1 (val: 6)
00000CCD  | BC: WonderSwan (reg: 0x09, val: 0x63)
00000CD0  | 74: WAIT n+1 (val: 5)
00000CD1  | BC: WonderSwan (reg: 0x0A, val: 0x88)
00000CD4  | 75: WAIT n+1 (val: 6)
00000CD5  | BC: WonderSwan (reg: 0x0B, val: 0x36)
00000CD8  | 70: WAIT n+1 (val: 1)
00000CD9  | BC: WonderSwan (reg: 0x10, val: 0x4F)
00000CDC  | 61: WAIT (val: 566)
00000CDF  | BC: WonderSwan (reg: 0x08, val: 0x55)
00000CE2  | 74: WAIT n+1 (val: 5)
00000CE3  | BC: WonderSwan (reg: 0x09, val: 0x53)
00000CE6  | 74: WAIT n+1 (val: 5)
00000CE7  | BC: WonderSwan (reg: 0x0A, val: 0x88)
00000CEA  | 74: WAIT n+1 (val: 5)
00000CEB  | BC: WonderSwan (reg: 0x0B, val: 0x36)
00000CEE  | 70: WAIT n+1 (val: 1)
00000CEF  | BC: WonderSwan (reg: 0x10, val: 0x4F)
00000CF2  | 61: WAIT (val: 569)
00000CF5  | BC: WonderSwan (reg: 0x08, val: 0x55)
00000CF8  | 74: WAIT n+1 (val: 5)
00000CF9  | BC: WonderSwan (reg: 0x09, val: 0x53)
00000CFC  | 75: WAIT n+1 (val: 6)
00000CFD  | BC: WonderSwan (reg: 0x0A, val: 0x77)
00000D00  | 74: WAIT n+1 (val: 5)
00000D01  | BC: WonderSwan (reg: 0x0B, val: 0x36)
00000D04  | 71: WAIT n+1 (val: 2)
00000D05  | BC: WonderSwan (reg: 0x10, val: 0x4F)
00000D08  | 61: WAIT (val: 566)
00000D0B  | BC: WonderSwan (reg: 0x08, val: 0x55)
00000D0E  | 74: WAIT n+1 (val: 5)
00000D0F  | BC: WonderSwan (reg: 0x09, val: 0x53)
00000D12  | 74: WAIT n+1 (val: 5)
00000D13  | BC: WonderSwan (reg: 0x0A, val: 0x77)
00000D16  | 74: WAIT n+1 (val: 5)
00000D17  | BC: WonderSwan (reg: 0x0B, val: 0x36)
00000D1A  | 70: WAIT n+1 (val: 1)
00000D1B  | BC: WonderSwan (reg: 0x10, val: 0x4F)
00000D1E  | 61: WAIT (val: 568)
00000D21  | BC: WonderSwan (reg: 0x08, val: 0x55)
00000D24  | 75: WAIT n+1 (val: 6)
00000D25  | BC: WonderSwan (reg: 0x09, val: 0x53)
00000D28  | 74: WAIT n+1 (val: 5)
00000D29  | BC: WonderSwan (reg: 0x0A, val: 0x77)
00000D2C  | 75: WAIT n+1 (val: 6)
00000D2D  | BC: WonderSwan (reg: 0x0B, val: 0x36)
00000D30  | 71: WAIT n+1 (val: 2)
00000D31  | BC: WonderSwan (reg: 0x10, val: 0x4F)
00000D34  | 61: WAIT (val: 566)
00000D37  | BC: WonderSwan (reg: 0x08, val: 0x55)
00000D3A  | 73: WAIT n+1 (val: 4)
00000D3B  | BC: WonderSwan (reg: 0x09, val: 0x53)
00000D3E  | 74: WAIT n+1 (val: 5)
00000D3F  | BC: WonderSwan (reg: 0x0A, val: 0x77)
00000D42  | 74: WAIT n+1 (val: 5)
00000D43  | BC: WonderSwan (reg: 0x0B, val: 0x36)
00000D46  | 71: WAIT n+1 (val: 2)
00000D47  | BC: WonderSwan (reg: 0x10, val: 0x4F)
00000D4A  | 61: WAIT (val: 568)
00000D4D  | BC: WonderSwan (reg: 0x08, val: 0x55)
00000D50  | 74: WAIT n+1 (val: 5)
00000D51  | BC: WonderSwan (reg: 0x09, val: 0x53)
00000D54  | 75: WAIT n+1 (val: 6)
00000D55  | BC: WonderSwan (reg: 0x0A, val: 0x77)
00000D58  | 74: WAIT n+1 (val: 5)
00000D59  | BC: WonderSwan (reg: 0x0B, val: 0x35)
00000D5C  | 71: WAIT n+1 (val: 2)
00000D5D  | BC: WonderSwan (reg: 0x10, val: 0x4F)
00000D60  | 61: WAIT (val: 566)
00000D63  | BC: WonderSwan (reg: 0x08, val: 0x44)
00000D66  | 74: WAIT n+1 (val: 5)
00000D67  | BC: WonderSwan (reg: 0x09, val: 0x43)
00000D6A  | 75: WAIT n+1 (val: 6)
00000D6B  | BC: WonderSwan (reg: 0x0A, val: 0x77)
00000D6E  | 74: WAIT n+1 (val: 5)
00000D6F  | BC: WonderSwan (reg: 0x0B, val: 0x35)
00000D72  | 71: WAIT n+1 (val: 2)
00000D73  | BC: WonderSwan (reg: 0x10, val: 0x4F)
00000D76  | 61: WAIT (val: 567)
00000D79  | BC: WonderSwan (reg: 0x08, val: 0x44)
00000D7C  | 73: WAIT n+1 (val: 4)
00000D7D  | BC: WonderSwan (reg: 0x09, val: 0x43)
00000D80  | 74: WAIT n+1 (val: 5)
00000D81  | BC: WonderSwan (reg: 0x0A, val: 0x77)
00000D84  | 74: WAIT n+1 (val: 5)
00000D85  | BC: WonderSwan (reg: 0x0B, val: 0x35)
00000D88  | 70: WAIT n+1 (val: 1)
00000D89  | BC: WonderSwan (reg: 0x10, val: 0x4F)
00000D8C  | 61: WAIT (val: 569)
00000D8F  | BC: WonderSwan (reg: 0x08, val: 0x44)
00000D92  | 74: WAIT n+1 (val: 5)
00000D93  | BC: WonderSwan (reg: 0x09, val: 0x43)
00000D96  | 75: WAIT n+1 (val: 6)
00000D97  | BC: WonderSwan (reg: 0x0A, val: 0x77)
00000D9A  | 74: WAIT n+1 (val: 5)
00000D9B  | BC: WonderSwan (reg: 0x0B, val: 0x35)
00000D9E  | 71: WAIT n+1 (val: 2)
00000D9F  | BC: WonderSwan (reg: 0x10, val: 0x4F)
00000DA2  | 61: WAIT (val: 567)
00000DA5  | BC: WonderSwan (reg: 0x08, val: 0x44)
00000DA8  | 73: WAIT n+1 (val: 4)
00000DA9  | BC: WonderSwan (reg: 0x09, val: 0x43)
00000DAC  | 74: WAIT n+1 (val: 5)
00000DAD  | BC: WonderSwan (reg: 0x0A, val: 0x66)
00000DB0  | 74: WAIT n+1 (val: 5)
00000DB1  | BC: WonderSwan (reg: 0x0B, val: 0x35)
00000DB4  | 70: WAIT n+1 (val: 1)
00000DB5  | BC: WonderSwan (reg: 0x10, val: 0x4F)
00000DB8  | 61: WAIT (val: 569)
00000DBB  | BC: WonderSwan (reg: 0x08, val: 0x44)
00000DBE  | 74: WAIT n+1 (val: 5)
00000DBF  | BC: WonderSwan (reg: 0x09, val: 0x43)
00000DC2  | 75: WAIT n+1 (val: 6)
00000DC3  | BC: WonderSwan (reg: 0x0A, val: 0x66)
00000DC6  | 74: WAIT n+1 (val: 5)
00000DC7  | BC: WonderSwan (reg: 0x0B, val: 0x35)
00000DCA  | 71: WAIT n+1 (val: 2)
00000DCB  | BC: WonderSwan (reg: 0x10, val: 0x4F)
00000DCE  | 61: WAIT (val: 563)
00000DD1  | BC: WonderSwan (reg: 0x00, val: 0xB2)
00000DD4  | BC: WonderSwan (reg: 0x01, val: 0x07)
00000DD7  | 72: WAIT n+1 (val: 3)
00000DD8  | BC: WonderSwan (reg: 0x08, val: 0x44)
00000DDB  | 74: WAIT n+1 (val: 5)
00000DDC  | BC: WonderSwan (reg: 0x09, val: 0x43)
00000DDF  | 74: WAIT n+1 (val: 5)
00000DE0  | BC: WonderSwan (reg: 0x0A, val: 0x66)
00000DE3  | 71: WAIT n+1 (val: 2)
00000DE4  | BC: WonderSwan (reg: 0x06, val: 0x98)
00000DE7  | BC: WonderSwan (reg: 0x07, val: 0x07)
00000DEA  | 72: WAIT n+1 (val: 3)
00000DEB  | BC: WonderSwan (reg: 0x0B, val: 0x35)
00000DEE  | 70: WAIT n+1 (val: 1)
00000DEF  | BC: WonderSwan (reg: 0x10, val: 0x4F)
00000DF2  | 61: WAIT (val: 566)
00000DF5  | BC: WonderSwan (reg: 0x00, val: 0xB3)
00000DF8  | BC: WonderSwan (reg: 0x01, val: 0x07)
00000DFB  | 72: WAIT n+1 (val: 3)
00000DFC  | BC: WonderSwan (reg: 0x08, val: 0x33)
00000DFF  | 74: WAIT n+1 (val: 5)
00000E00  | BC: WonderSwan (reg: 0x09, val: 0x33)
00000E03  | 75: WAIT n+1 (val: 6)
00000E04  | BC: WonderSwan (reg: 0x0A, val: 0x66)
00000E07  | 71: WAIT n+1 (val: 2)
00000E08  | BC: WonderSwan (reg: 0x06, val: 0x99)
00000E0B  | BC: WonderSwan (reg: 0x07, val: 0x07)
00000E0E  | 72: WAIT n+1 (val: 3)
00000E0F  | BC: WonderSwan (reg: 0x0B, val: 0x35)
00000E12  | 71: WAIT n+1 (val: 2)
00000E13  | BC: WonderSwan (reg: 0x10, val: 0x4F)
00000E16  | 61: WAIT (val: 563)
00000E19  | BC: WonderSwan (reg: 0x00, val: 0xB3)
00000E1C  | BC: WonderSwan (reg: 0x01, val: 0x07)
00000E1F  | 72: WAIT n+1 (val: 3)
00000E20  | BC: WonderSwan (reg: 0x08, val: 0x33)
00000E23  | 74: WAIT n+1 (val: 5)
00000E24  | BC: WonderSwan (reg: 0x09, val: 0x33)
00000E27  | 73: WAIT n+1 (val: 4)
00000E28  | BC: WonderSwan (reg: 0x0A, val: 0x55)
00000E2B  | 71: WAIT n+1 (val: 2)
00000E2C  | BC: WonderSwan (reg: 0x06, val: 0x9A)
00000E2F  | BC: WonderSwan (reg: 0x07, val: 0x07)
00000E32  | 72: WAIT n+1 (val: 3)
00000E33  | BC: WonderSwan (reg: 0x0B, val: 0x34)
00000E36  | 71: WAIT n+1 (val: 2)
00000E37  | BC: WonderSwan (reg: 0x10, val: 0x4F)
00000E3A  | 61: WAIT (val: 565)
00000E3D  | BC: WonderSwan (reg: 0x00, val: 0xB4)
00000E40  | BC: WonderSwan (reg: 0x01, val: 0x07)
00000E43  | 72: WAIT n+1 (val: 3)
00000E44  | BC: WonderSwan (reg: 0x08, val: 0x33)
00000E47  | 78: WAIT n+1 (val: 9)
00000E48  | BC: WonderSwan (reg: 0x00, val: 0x9F)
00000E4B  | BC: WonderSwan (reg: 0x01, val: 0x07)
00000E4E  | 74: WAIT n+1 (val: 5)
00000E4F  | BC: WonderSwan (reg: 0x09, val: 0x33)
00000E52  | 77: WAIT n+1 (val: 8)
00000E53  | BC: WonderSwan (reg: 0x02, val: 0x66)
00000E56  | BC: WonderSwan (reg: 0x03, val: 0x07)
00000E59  | 74: WAIT n+1 (val: 5)
00000E5A  | BC: WonderSwan (reg: 0x0A, val: 0x55)
00000E5D  | 76: WAIT n+1 (val: 7)
00000E5E  | BC: WonderSwan (reg: 0x04, val: 0xF9)
00000E61  | BC: WonderSwan (reg: 0x05, val: 0x05)
00000E64  | BC: WonderSwan (reg: 0x0C, val: 0x00)
00000E67  | 71: WAIT n+1 (val: 2)
00000E68  | BC: WonderSwan (reg: 0x06, val: 0x9B)
00000E6B  | BC: WonderSwan (reg: 0x07, val: 0x07)
00000E6E  | 72: WAIT n+1 (val: 3)
00000E6F  | BC: WonderSwan (reg: 0x0B, val: 0x34)
00000E72  | 74: WAIT n+1 (val: 5)
00000E73  | BC: WonderSwan (reg: 0x10, val: 0x4F)
00000E76  | 61: WAIT (val: 540)
00000E79  | BC: WonderSwan (reg: 0x08, val: 0x85)
00000E7C  | 74: WAIT n+1 (val: 5)
00000E7D  | BC: WonderSwan (reg: 0x09, val: 0x5A)
00000E80  | 75: WAIT n+1 (val: 6)
00000E81  | BC: WonderSwan (reg: 0x0A, val: 0xAA)
00000E84  | 73: WAIT n+1 (val: 4)
00000E85  | BC: WonderSwan (reg: 0x0B, val: 0x00)
00000E88  | 71: WAIT n+1 (val: 2)
00000E89  | BC: WonderSwan (reg: 0x10, val: 0x4F)
00000E8C  | 61: WAIT (val: 568)
00000E8F  | BC: WonderSwan (reg: 0x08, val: 0x85)
00000E92  | 74: WAIT n+1 (val: 5)
00000E93  | BC: WonderSwan (reg: 0x09, val: 0x5A)
00000E96  | 75: WAIT n+1 (val: 6)
00000E97  | BC: WonderSwan (reg: 0x0A, val: 0xAA)
00000E9A  | 74: WAIT n+1 (val: 5)
00000E9B  | BC: WonderSwan (reg: 0x0B, val: 0x00)
00000E9E  | 71: WAIT n+1 (val: 2)
00000E9F  | BC: WonderSwan (reg: 0x10, val: 0x4F)
00000EA2  | 61: WAIT (val: 566)
00000EA5  | BC: WonderSwan (reg: 0x08, val: 0x85)
00000EA8  | 74: WAIT n+1 (val: 5)
00000EA9  | BC: WonderSwan (reg: 0x09, val: 0x5A)
00000EAC  | 74: WAIT n+1 (val: 5)
00000EAD  | BC: WonderSwan (reg: 0x0A, val: 0xAA)
00000EB0  | 74: WAIT n+1 (val: 5)
00000EB1  | BC: WonderSwan (reg: 0x0B, val: 0x00)
00000EB4  | 70: WAIT n+1 (val: 1)
00000EB5  | BC: WonderSwan (reg: 0x10, val: 0x4F)
00000EB8  | 61: WAIT (val: 568)
00000EBB  | BC: WonderSwan (reg: 0x08, val: 0x75)
00000EBE  | 75: WAIT n+1 (val: 6)
00000EBF  | BC: WonderSwan (reg: 0x09, val: 0x59)
00000EC2  | 74: WAIT n+1 (val: 5)
00000EC3  | BC: WonderSwan (reg: 0x0A, val: 0xAA)
