--- Parsing VGM: console_player/cache/03_Scenario_Intro.vgm.opm.vgm ---
VGM Version: 0x171
Data Start Offset: 0x100

Time (s)  | Offset(h) | Command
11.5545   | 00004F7B  | 54: YM2151 (reg: 0x34, val: 0x20)
11.5545   | 00004F7E  | 61: WAIT
11.5545   | 00004F81  | 54: YM2151 (reg: 0x2C, val: 0x44)
11.5545   | 00004F84  | 54: YM2151 (reg: 0x34, val: 0x20)
11.5545   | 00004F87  | 54: YM2151 (reg: 0x2D, val: 0x31)
11.5545   | 00004F8A  | 54: YM2151 (reg: 0x35, val: 0x08)
11.5545   | 00004F8D  | 61: WAIT
11.5546   | 00004F90  | 54: YM2151 (reg: 0x2D, val: 0x36)
11.5546   | 00004F93  | 54: YM2151 (reg: 0x35, val: 0x14)
11.5546   | 00004F96  | 54: YM2151 (reg: 0x08, val: 0x05)
11.5546   | 00004F99  | 54: YM2151 (reg: 0x08, val: 0x7D)
11.5546   | 00004F9C  | 61: WAIT
11.5546   | 00004F9F  | 54: YM2151 (reg: 0x65, val: 0x22)
11.5546   | 00004FA2  | 54: YM2151 (reg: 0x6D, val: 0x22)
11.5546   | 00004FA5  | 61: WAIT
11.5546   | 00004FA8  | 54: YM2151 (reg: 0x75, val: 0x22)
11.5546   | 00004FAB  | 54: YM2151 (reg: 0x7D, val: 0x22)
11.5546   | 00004FAE  | 61: WAIT
11.5546   | 00004FB1  | 54: YM2151 (reg: 0x2E, val: 0x31)
11.5546   | 00004FB4  | 54: YM2151 (reg: 0x36, val: 0x08)
11.5546   | 00004FB7  | 61: WAIT
11.5546   | 00004FBA  | 54: YM2151 (reg: 0x08, val: 0x06)
11.5546   | 00004FBD  | 54: YM2151 (reg: 0x08, val: 0x7E)
11.5546   | 00004FC0  | 61: WAIT
11.5547   | 00004FC3  | 54: YM2151 (reg: 0x66, val: 0x22)
11.5547   | 00004FC6  | 54: YM2151 (reg: 0x6E, val: 0x22)
11.5547   | 00004FC9  | 61: WAIT
11.5547   | 00004FCC  | 54: YM2151 (reg: 0x76, val: 0x22)
11.5547   | 00004FCF  | 54: YM2151 (reg: 0x7E, val: 0x22)
11.5547   | 00004FD2  | 61: WAIT
11.5788   | 00004FD5  | 61: WAIT
11.6036   | 00004FD8  | 61: WAIT
11.6284   | 00004FDB  | 61: WAIT
11.6532   | 00004FDE  | 61: WAIT
11.6779   | 00004FE1  | 61: WAIT
11.7027   | 00004FE4  | 54: YM2151 (reg: 0x08, val: 0x01)
11.7027   | 00004FE7  | 61: WAIT
11.7027   | 00004FEA  | 54: YM2151 (reg: 0x08, val: 0x04)
11.7027   | 00004FED  | 61: WAIT
11.7028   | 00004FF0  | 54: YM2151 (reg: 0x08, val: 0x05)
11.7028   | 00004FF3  | 54: YM2151 (reg: 0x08, val: 0x06)
11.7028   | 00004FF6  | 61: WAIT
11.7275   | 00004FF9  | 61: WAIT
11.7523   | 00004FFC  | 61: WAIT
11.7524   | 00004FFF  | 61: WAIT
11.7524   | 00005002  | 54: YM2151 (reg: 0x28, val: 0x4C)
11.7524   | 00005005  | 54: YM2151 (reg: 0x30, val: 0x18)
11.7524   | 00005008  | 54: YM2151 (reg: 0x28, val: 0x48)
11.7524   | 0000500B  | 54: YM2151 (reg: 0x30, val: 0x18)
11.7524   | 0000500E  | 61: WAIT
11.7524   | 00005011  | 54: YM2151 (reg: 0x08, val: 0x00)
11.7524   | 00005014  | 54: YM2151 (reg: 0x08, val: 0x78)
11.7524   | 00005017  | 61: WAIT
11.7524   | 0000501A  | 54: YM2151 (reg: 0x68, val: 0x22)
11.7524   | 0000501D  | 54: YM2151 (reg: 0x70, val: 0x22)
11.7524   | 00005020  | 61: WAIT
11.7524   | 00005023  | 54: YM2151 (reg: 0x78, val: 0x22)
11.7524   | 00005026  | 54: YM2151 (reg: 0x21, val: 0xFB)
11.7524   | 00005029  | 61: WAIT
11.7525   | 0000502C  | 54: YM2151 (reg: 0x41, val: 0x0C)
11.7525   | 0000502F  | 54: YM2151 (reg: 0x49, val: 0x09)
11.7525   | 00005032  | 61: WAIT
11.7525   | 00005035  | 54: YM2151 (reg: 0x51, val: 0x00)
11.7525   | 00005038  | 54: YM2151 (reg: 0x59, val: 0x03)
11.7525   | 0000503B  | 54: YM2151 (reg: 0x81, val: 0x1F)
11.7525   | 0000503E  | 61: WAIT
11.7525   | 00005041  | 54: YM2151 (reg: 0x89, val: 0x1F)
11.7525   | 00005044  | 54: YM2151 (reg: 0x91, val: 0x1F)
11.7525   | 00005047  | 61: WAIT
11.7525   | 0000504A  | 54: YM2151 (reg: 0x99, val: 0x1F)
11.7525   | 0000504D  | 54: YM2151 (reg: 0xA1, val: 0x00)
11.7525   | 00005050  | 61: WAIT
11.7526   | 00005053  | 54: YM2151 (reg: 0xA9, val: 0x00)
11.7526   | 00005056  | 54: YM2151 (reg: 0xB1, val: 0x13)
11.7526   | 00005059  | 61: WAIT
11.7526   | 0000505C  | 54: YM2151 (reg: 0xB9, val: 0x15)
11.7526   | 0000505F  | 54: YM2151 (reg: 0xC1, val: 0x00)
11.7526   | 00005062  | 61: WAIT
11.7526   | 00005065  | 54: YM2151 (reg: 0xC9, val: 0x00)
11.7526   | 00005068  | 54: YM2151 (reg: 0xD1, val: 0x04)
11.7526   | 0000506B  | 54: YM2151 (reg: 0xD9, val: 0x10)
11.7526   | 0000506E  | 61: WAIT
11.7526   | 00005071  | 54: YM2151 (reg: 0xE1, val: 0x0F)
11.7526   | 00005074  | 54: YM2151 (reg: 0xE9, val: 0x0F)
11.7526   | 00005077  | 61: WAIT
11.7527   | 0000507A  | 54: YM2151 (reg: 0xF1, val: 0x3F)
11.7527   | 0000507D  | 54: YM2151 (reg: 0xF9, val: 0x3F)
11.7527   | 00005080  | 61: WAIT
11.7527   | 00005083  | 54: YM2151 (reg: 0x61, val: 0x0A)
11.7527   | 00005086  | 54: YM2151 (reg: 0x69, val: 0x05)
11.7527   | 00005089  | 61: WAIT
11.7527   | 0000508C  | 54: YM2151 (reg: 0x71, val: 0x19)
11.7527   | 0000508F  | 54: YM2151 (reg: 0x79, val: 0x1E)
11.7527   | 00005092  | 61: WAIT
11.7527   | 00005095  | 54: YM2151 (reg: 0x29, val: 0x49)
11.7527   | 00005098  | 54: YM2151 (reg: 0x31, val: 0x14)
11.7527   | 0000509B  | 54: YM2151 (reg: 0x29, val: 0x49)
11.7527   | 0000509E  | 54: YM2151 (reg: 0x31, val: 0x14)
11.7527   | 000050A1  | 61: WAIT
11.7527   | 000050A4  | 54: YM2151 (reg: 0x08, val: 0x01)
11.7527   | 000050A7  | 54: YM2151 (reg: 0x08, val: 0x79)
11.7527   | 000050AA  | 61: WAIT
11.7528   | 000050AD  | 54: YM2151 (reg: 0x79, val: 0x1E)
11.7528   | 000050B0  | 54: YM2151 (reg: 0x2C, val: 0x44)
11.7528   | 000050B3  | 54: YM2151 (reg: 0x34, val: 0x20)
11.7528   | 000050B6  | 61: WAIT
11.7528   | 000050B9  | 54: YM2151 (reg: 0x2C, val: 0x46)
11.7528   | 000050BC  | 54: YM2151 (reg: 0x34, val: 0x24)
11.7528   | 000050BF  | 54: YM2151 (reg: 0x08, val: 0x04)
11.7528   | 000050C2  | 61: WAIT
11.7528   | 000050C5  | 54: YM2151 (reg: 0x08, val: 0x7C)
11.7528   | 000050C8  | 54: YM2151 (reg: 0x6C, val: 0x2C)
11.7528   | 000050CB  | 61: WAIT
11.7528   | 000050CE  | 54: YM2151 (reg: 0x74, val: 0x2C)
11.7528   | 000050D1  | 54: YM2151 (reg: 0x7C, val: 0x2C)
11.7528   | 000050D4  | 61: WAIT
11.7529   | 000050D7  | 54: YM2151 (reg: 0x2D, val: 0x36)
11.7529   | 000050DA  | 54: YM2151 (reg: 0x35, val: 0x14)
11.7529   | 000050DD  | 54: YM2151 (reg: 0x2D, val: 0x36)
11.7529   | 000050E0  | 54: YM2151 (reg: 0x35, val: 0x14)
11.7529   | 000050E3  | 54: YM2151 (reg: 0x08, val: 0x05)
11.7529   | 000050E6  | 61: WAIT
11.7529   | 000050E9  | 54: YM2151 (reg: 0x08, val: 0x7D)
11.7529   | 000050EC  | 54: YM2151 (reg: 0x65, val: 0x22)
11.7529   | 000050EF  | 61: WAIT
11.7529   | 000050F2  | 54: YM2151 (reg: 0x6D, val: 0x22)
11.7529   | 000050F5  | 54: YM2151 (reg: 0x75, val: 0x22)
11.7529   | 000050F8  | 61: WAIT
11.7529   | 000050FB  | 54: YM2151 (reg: 0x7D, val: 0x22)
11.7529   | 000050FE  | 61: WAIT
11.7529   | 00005101  | 54: YM2151 (reg: 0x2E, val: 0x31)
11.7529   | 00005104  | 54: YM2151 (reg: 0x36, val: 0x08)
11.7529   | 00005107  | 54: YM2151 (reg: 0x08, val: 0x06)
11.7529   | 0000510A  | 61: WAIT
11.7530   | 0000510D  | 54: YM2151 (reg: 0x08, val: 0x7E)
11.7530   | 00005110  | 54: YM2151 (reg: 0x66, val: 0x22)
11.7530   | 00005113  | 61: WAIT
11.7530   | 00005116  | 54: YM2151 (reg: 0x6E, val: 0x22)
11.7530   | 00005119  | 54: YM2151 (reg: 0x76, val: 0x22)
11.7530   | 0000511C  | 61: WAIT
11.7530   | 0000511F  | 54: YM2151 (reg: 0x7E, val: 0x22)
11.7530   | 00005122  | 61: WAIT
11.7770   | 00005125  | 61: WAIT
11.7770   | 00005128  | 61: WAIT
11.8018   | 0000512B  | 61: WAIT
11.8018   | 0000512E  | 54: YM2151 (reg: 0x08, val: 0x00)
11.8018   | 00005131  | 54: YM2151 (reg: 0x08, val: 0x01)
11.8018   | 00005134  | 61: WAIT
11.8018   | 00005137  | 54: YM2151 (reg: 0x08, val: 0x04)
11.8018   | 0000513A  | 54: YM2151 (reg: 0x08, val: 0x05)
11.8018   | 0000513D  | 61: WAIT
11.8019   | 00005140  | 54: YM2151 (reg: 0x08, val: 0x06)
11.8019   | 00005143  | 61: WAIT
11.8265   | 00005146  | 61: WAIT
11.8266   | 00005149  | 61: WAIT
11.8514   | 0000514C  | 61: WAIT
11.8515   | 0000514F  | 61: WAIT
11.8517   | 00005152  | 54: YM2151 (reg: 0x28, val: 0x48)
11.8517   | 00005155  | 54: YM2151 (reg: 0x30, val: 0x18)
11.8517   | 00005158  | 61: WAIT
11.8518   | 0000515B  | 54: YM2151 (reg: 0x28, val: 0x4A)
11.8518   | 0000515E  | 54: YM2151 (reg: 0x30, val: 0x0C)
11.8518   | 00005161  | 61: WAIT
11.8518   | 00005164  | 54: YM2151 (reg: 0x08, val: 0x00)
11.8518   | 00005167  | 54: YM2151 (reg: 0x08, val: 0x78)
11.8518   | 0000516A  | 61: WAIT
11.8519   | 0000516D  | 54: YM2151 (reg: 0x68, val: 0x22)
11.8519   | 00005170  | 54: YM2151 (reg: 0x70, val: 0x22)
11.8519   | 00005173  | 61: WAIT
11.8519   | 00005176  | 54: YM2151 (reg: 0x78, val: 0x22)
11.8519   | 00005179  | 54: YM2151 (reg: 0x21, val: 0xFC)
11.8519   | 0000517C  | 61: WAIT
11.8519   | 0000517F  | 54: YM2151 (reg: 0x41, val: 0x0C)
11.8519   | 00005182  | 54: YM2151 (reg: 0x49, val: 0x01)
11.8519   | 00005185  | 61: WAIT
11.8519   | 00005188  | 54: YM2151 (reg: 0x51, val: 0x00)
11.8519   | 0000518B  | 54: YM2151 (reg: 0x59, val: 0x00)
11.8519   | 0000518E  | 61: WAIT
11.8520   | 00005191  | 54: YM2151 (reg: 0x81, val: 0x1F)
11.8520   | 00005194  | 54: YM2151 (reg: 0x89, val: 0x5F)
11.8520   | 00005197  | 61: WAIT
11.8520   | 0000519A  | 54: YM2151 (reg: 0x91, val: 0x1F)
11.8520   | 0000519D  | 54: YM2151 (reg: 0x99, val: 0x5F)
11.8520   | 000051A0  | 54: YM2151 (reg: 0xA1, val: 0x00)
11.8520   | 000051A3  | 61: WAIT
11.8520   | 000051A6  | 54: YM2151 (reg: 0xA9, val: 0x00)
11.8520   | 000051A9  | 54: YM2151 (reg: 0xB1, val: 0x0F)
11.8520   | 000051AC  | 61: WAIT
11.8520   | 000051AF  | 54: YM2151 (reg: 0xB9, val: 0x15)
11.8520   | 000051B2  | 54: YM2151 (reg: 0xC1, val: 0x00)
11.8520   | 000051B5  | 61: WAIT
11.8520   | 000051B8  | 54: YM2151 (reg: 0xC9, val: 0x1B)
11.8520   | 000051BB  | 54: YM2151 (reg: 0xD1, val: 0x15)
11.8520   | 000051BE  | 61: WAIT
11.8521   | 000051C1  | 54: YM2151 (reg: 0xD9, val: 0x10)
11.8521   | 000051C4  | 54: YM2151 (reg: 0xE1, val: 0x0F)
11.8521   | 000051C7  | 54: YM2151 (reg: 0xE9, val: 0x0F)
11.8521   | 000051CA  | 61: WAIT
11.8521   | 000051CD  | 54: YM2151 (reg: 0xF1, val: 0xAF)
11.8521   | 000051D0  | 54: YM2151 (reg: 0xF9, val: 0x1F)
11.8521   | 000051D3  | 61: WAIT
11.8521   | 000051D6  | 54: YM2151 (reg: 0x61, val: 0x07)
11.8521   | 000051D9  | 54: YM2151 (reg: 0x69, val: 0x06)
11.8521   | 000051DC  | 61: WAIT
11.8521   | 000051DF  | 54: YM2151 (reg: 0x71, val: 0x1E)
11.8521   | 000051E2  | 54: YM2151 (reg: 0x79, val: 0x1E)
11.8521   | 000051E5  | 61: WAIT
11.8522   | 000051E8  | 54: YM2151 (reg: 0x29, val: 0x1A)
11.8522   | 000051EB  | 54: YM2151 (reg: 0x31, val: 0x3C)
11.8522   | 000051EE  | 54: YM2151 (reg: 0x29, val: 0x20)
11.8522   | 000051F1  | 54: YM2151 (reg: 0x31, val: 0x04)
11.8522   | 000051F4  | 61: WAIT
11.8522   | 000051F7  | 54: YM2151 (reg: 0x08, val: 0x01)
11.8522   | 000051FA  | 54: YM2151 (reg: 0x08, val: 0x79)
11.8522   | 000051FD  | 61: WAIT
11.8522   | 00005200  | 54: YM2151 (reg: 0x71, val: 0x1A)
11.8522   | 00005203  | 54: YM2151 (reg: 0x79, val: 0x1A)
11.8522   | 00005206  | 61: WAIT
11.8522   | 00005209  | 54: YM2151 (reg: 0x08, val: 0x02)
11.8522   | 0000520C  | 54: YM2151 (reg: 0x08, val: 0x04)
11.8522   | 0000520F  | 61: WAIT
11.8522   | 00005212  | 54: YM2151 (reg: 0x08, val: 0x05)
11.8522   | 00005215  | 54: YM2151 (reg: 0x08, val: 0x06)
11.8522   | 00005218  | 61: WAIT
11.8761   | 0000521B  | 61: WAIT
11.9009   | 0000521E  | 61: WAIT
11.9009   | 00005221  | 61: WAIT
11.9256   | 00005224  | 61: WAIT
11.9256   | 00005227  | 61: WAIT
11.9504   | 0000522A  | 61: WAIT
11.9752   | 0000522D  | 61: WAIT
12.0000   | 00005230  | 61: WAIT
12.0000   | 00005233  | 61: WAIT
12.0247   | 00005236  | 61: WAIT
12.0247   | 00005239  | 61: WAIT
12.0495   | 0000523C  | 61: WAIT
12.0496   | 0000523F  | 54: YM2151 (reg: 0x2A, val: 0x31)
12.0496   | 00005242  | 54: YM2151 (reg: 0x32, val: 0x08)
12.0496   | 00005245  | 61: WAIT
12.0496   | 00005248  | 54: YM2151 (reg: 0x08, val: 0x02)
12.0496   | 0000524B  | 54: YM2151 (reg: 0x08, val: 0x7A)
12.0496   | 0000524E  | 61: WAIT
12.0496   | 00005251  | 54: YM2151 (reg: 0x7A, val: 0x1C)
12.0496   | 00005254  | 54: YM2151 (reg: 0x2C, val: 0x4C)
12.0496   | 00005257  | 54: YM2151 (reg: 0x34, val: 0x24)
12.0496   | 0000525A  | 61: WAIT
12.0496   | 0000525D  | 54: YM2151 (reg: 0x2C, val: 0x48)
12.0496   | 00005260  | 54: YM2151 (reg: 0x34, val: 0x2C)
12.0496   | 00005263  | 54: YM2151 (reg: 0x08, val: 0x04)
12.0496   | 00005266  | 61: WAIT
12.0497   | 00005269  | 54: YM2151 (reg: 0x08, val: 0x7C)
12.0497   | 0000526C  | 54: YM2151 (reg: 0x6C, val: 0x2C)
12.0497   | 0000526F  | 54: YM2151 (reg: 0x74, val: 0x2C)
12.0497   | 00005272  | 61: WAIT
12.0497   | 00005275  | 54: YM2151 (reg: 0x7C, val: 0x2C)
12.0497   | 00005278  | 61: WAIT
12.0497   | 0000527B  | 54: YM2151 (reg: 0x2D, val: 0x36)
12.0497   | 0000527E  | 54: YM2151 (reg: 0x35, val: 0x14)
12.0497   | 00005281  | 54: YM2151 (reg: 0x2D, val: 0x36)
12.0497   | 00005284  | 54: YM2151 (reg: 0x35, val: 0x14)
12.0497   | 00005287  | 54: YM2151 (reg: 0x08, val: 0x05)
12.0497   | 0000528A  | 61: WAIT
12.0497   | 0000528D  | 54: YM2151 (reg: 0x08, val: 0x7D)
12.0497   | 00005290  | 54: YM2151 (reg: 0x65, val: 0x22)
12.0497   | 00005293  | 61: WAIT
12.0498   | 00005296  | 54: YM2151 (reg: 0x6D, val: 0x22)
12.0498   | 00005299  | 54: YM2151 (reg: 0x75, val: 0x22)
12.0498   | 0000529C  | 61: WAIT
12.0498   | 0000529F  | 54: YM2151 (reg: 0x7D, val: 0x22)
12.0498   | 000052A2  | 61: WAIT
12.0498   | 000052A5  | 54: YM2151 (reg: 0x2E, val: 0x31)
12.0498   | 000052A8  | 54: YM2151 (reg: 0x36, val: 0x08)
12.0498   | 000052AB  | 54: YM2151 (reg: 0x08, val: 0x06)
12.0498   | 000052AE  | 61: WAIT
12.0498   | 000052B1  | 54: YM2151 (reg: 0x08, val: 0x7E)
12.0498   | 000052B4  | 54: YM2151 (reg: 0x66, val: 0x22)
12.0498   | 000052B7  | 61: WAIT
12.0498   | 000052BA  | 54: YM2151 (reg: 0x6E, val: 0x22)
12.0498   | 000052BD  | 54: YM2151 (reg: 0x76, val: 0x22)
12.0498   | 000052C0  | 61: WAIT
12.0499   | 000052C3  | 54: YM2151 (reg: 0x7E, val: 0x22)
12.0499   | 000052C6  | 61: WAIT
12.0743   | 000052C9  | 61: WAIT
12.0990   | 000052CC  | 61: WAIT
12.0991   | 000052CF  | 54: YM2151 (reg: 0x08, val: 0x01)
12.0991   | 000052D2  | 61: WAIT
12.0991   | 000052D5  | 54: YM2151 (reg: 0x08, val: 0x02)
12.0991   | 000052D8  | 54: YM2151 (reg: 0x08, val: 0x04)
12.0991   | 000052DB  | 61: WAIT
12.0991   | 000052DE  | 54: YM2151 (reg: 0x08, val: 0x05)
12.0991   | 000052E1  | 54: YM2151 (reg: 0x08, val: 0x06)
12.0991   | 000052E4  | 61: WAIT
12.1239   | 000052E7  | 61: WAIT
12.1487   | 000052EA  | 61: WAIT
12.1487   | 000052ED  | 54: YM2151 (reg: 0x21, val: 0xED)
12.1487   | 000052F0  | 61: WAIT
12.1487   | 000052F3  | 54: YM2151 (reg: 0x41, val: 0x31)
12.1487   | 000052F6  | 54: YM2151 (reg: 0x49, val: 0x30)
12.1487   | 000052F9  | 61: WAIT
12.1487   | 000052FC  | 54: YM2151 (reg: 0x51, val: 0x30)
12.1487   | 000052FF  | 54: YM2151 (reg: 0x59, val: 0x70)
12.1487   | 00005302  | 61: WAIT
12.1488   | 00005305  | 54: YM2151 (reg: 0x81, val: 0x1F)
12.1488   | 00005308  | 54: YM2151 (reg: 0x89, val: 0x1F)
12.1488   | 0000530B  | 54: YM2151 (reg: 0x91, val: 0x1F)
12.1488   | 0000530E  | 61: WAIT
12.1488   | 00005311  | 54: YM2151 (reg: 0x99, val: 0x1F)
12.1488   | 00005314  | 54: YM2151 (reg: 0xA1, val: 0x14)
12.1488   | 00005317  | 61: WAIT
12.1488   | 0000531A  | 54: YM2151 (reg: 0xA9, val: 0x01)
12.1488   | 0000531D  | 54: YM2151 (reg: 0xB1, val: 0x01)
12.1488   | 00005320  | 61: WAIT
12.1488   | 00005323  | 54: YM2151 (reg: 0xB9, val: 0x01)
12.1488   | 00005326  | 54: YM2151 (reg: 0xC1, val: 0x00)
12.1488   | 00005329  | 61: WAIT
12.1488   | 0000532C  | 54: YM2151 (reg: 0xC9, val: 0x0F)
12.1488   | 0000532F  | 54: YM2151 (reg: 0xD1, val: 0x0F)
12.1488   | 00005332  | 61: WAIT
12.1489   | 00005335  | 54: YM2151 (reg: 0xD9, val: 0x0F)
12.1489   | 00005338  | 54: YM2151 (reg: 0xE1, val: 0xFF)
12.1489   | 0000533B  | 54: YM2151 (reg: 0xE9, val: 0x0F)
12.1489   | 0000533E  | 61: WAIT
12.1489   | 00005341  | 54: YM2151 (reg: 0xF1, val: 0x0F)
12.1489   | 00005344  | 54: YM2151 (reg: 0xF9, val: 0x0F)
12.1489   | 00005347  | 61: WAIT
12.1489   | 0000534A  | 54: YM2151 (reg: 0x61, val: 0x04)
12.1489   | 0000534D  | 54: YM2151 (reg: 0x69, val: 0x1A)
12.1489   | 00005350  | 61: WAIT
12.1489   | 00005353  | 54: YM2151 (reg: 0x71, val: 0x1A)
12.1489   | 00005356  | 54: YM2151 (reg: 0x79, val: 0x1A)
12.1489   | 00005359  | 61: WAIT
12.1490   | 0000535C  | 54: YM2151 (reg: 0x29, val: 0x0C)
12.1490   | 0000535F  | 54: YM2151 (reg: 0x31, val: 0x34)
12.1490   | 00005362  | 54: YM2151 (reg: 0x29, val: 0x09)
12.1490   | 00005365  | 54: YM2151 (reg: 0x31, val: 0x14)
12.1490   | 00005368  | 61: WAIT
12.1490   | 0000536B  | 54: YM2151 (reg: 0x08, val: 0x01)
12.1490   | 0000536E  | 54: YM2151 (reg: 0x08, val: 0x79)
12.1490   | 00005371  | 61: WAIT
12.1490   | 00005374  | 54: YM2151 (reg: 0x69, val: 0x1E)
12.1490   | 00005377  | 54: YM2151 (reg: 0x71, val: 0x1E)
12.1490   | 0000537A  | 61: WAIT
12.1490   | 0000537D  | 54: YM2151 (reg: 0x79, val: 0x1E)
12.1490   | 00005380  | 61: WAIT
12.1490   | 00005383  | 54: YM2151 (reg: 0x2A, val: 0x25)
12.1490   | 00005386  | 54: YM2151 (reg: 0x32, val: 0x0C)
12.1490   | 00005389  | 54: YM2151 (reg: 0x08, val: 0x02)
12.1490   | 0000538C  | 61: WAIT
12.1491   | 0000538F  | 54: YM2151 (reg: 0x08, val: 0x7A)
12.1491   | 00005392  | 54: YM2151 (reg: 0x7A, val: 0x1C)
12.1491   | 00005395  | 61: WAIT
12.1491   | 00005398  | 54: YM2151 (reg: 0x2C, val: 0x48)
12.1491   | 0000539B  | 54: YM2151 (reg: 0x34, val: 0x2C)
12.1491   | 0000539E  | 54: YM2151 (reg: 0x2C, val: 0x4A)
12.1491   | 000053A1  | 54: YM2151 (reg: 0x34, val: 0x1C)
12.1491   | 000053A4  | 61: WAIT
12.1491   | 000053A7  | 54: YM2151 (reg: 0x08, val: 0x04)
12.1491   | 000053AA  | 54: YM2151 (reg: 0x08, val: 0x7C)
12.1491   | 000053AD  | 54: YM2151 (reg: 0x6C, val: 0x2C)
12.1491   | 000053B0  | 61: WAIT
12.1491   | 000053B3  | 54: YM2151 (reg: 0x74, val: 0x2C)
12.1491   | 000053B6  | 54: YM2151 (reg: 0x7C, val: 0x2C)
12.1491   | 000053B9  | 61: WAIT
12.1492   | 000053BC  | 54: YM2151 (reg: 0x2D, val: 0x36)
12.1492   | 000053BF  | 54: YM2151 (reg: 0x35, val: 0x14)
12.1492   | 000053C2  | 54: YM2151 (reg: 0x2D, val: 0x31)
12.1492   | 000053C5  | 54: YM2151 (reg: 0x35, val: 0x08)
12.1492   | 000053C8  | 61: WAIT
12.1492   | 000053CB  | 54: YM2151 (reg: 0x08, val: 0x05)
12.1492   | 000053CE  | 54: YM2151 (reg: 0x08, val: 0x7D)
12.1492   | 000053D1  | 61: WAIT
12.1492   | 000053D4  | 54: YM2151 (reg: 0x65, val: 0x22)
12.1492   | 000053D7  | 54: YM2151 (reg: 0x6D, val: 0x22)
12.1492   | 000053DA  | 61: WAIT
12.1492   | 000053DD  | 54: YM2151 (reg: 0x75, val: 0x22)
12.1492   | 000053E0  | 54: YM2151 (reg: 0x7D, val: 0x22)
12.1492   | 000053E3  | 61: WAIT
12.1493   | 000053E6  | 61: WAIT
12.1493   | 000053E9  | 54: YM2151 (reg: 0x2E, val: 0x2D)
12.1493   | 000053EC  | 54: YM2151 (reg: 0x36, val: 0x04)
12.1493   | 000053EF  | 61: WAIT
12.1495   | 000053F2  | 54: YM2151 (reg: 0x08, val: 0x06)
12.1495   | 000053F5  | 54: YM2151 (reg: 0x08, val: 0x7E)
12.1495   | 000053F8  | 61: WAIT
12.1495   | 000053FB  | 54: YM2151 (reg: 0x66, val: 0x22)
12.1495   | 000053FE  | 54: YM2151 (reg: 0x6E, val: 0x22)
12.1495   | 00005401  | 61: WAIT
12.1495   | 00005404  | 54: YM2151 (reg: 0x76, val: 0x22)
12.1495   | 00005407  | 54: YM2151 (reg: 0x7E, val: 0x22)
12.1495   | 0000540A  | 61: WAIT
12.1734   | 0000540D  | 61: WAIT
12.1981   | 00005410  | 61: WAIT
12.1982   | 00005413  | 61: WAIT
12.2229   | 00005416  | 61: WAIT
12.2230   | 00005419  | 61: WAIT
12.2478   | 0000541C  | 61: WAIT
12.2725   | 0000541F  | 61: WAIT
12.2725   | 00005422  | 61: WAIT
12.2973   | 00005425  | 61: WAIT
12.2973   | 00005428  | 54: YM2151 (reg: 0x68, val: 0x22)
12.2973   | 0000542B  | 61: WAIT
12.2973   | 0000542E  | 54: YM2151 (reg: 0x70, val: 0x22)
12.2973   | 00005431  | 54: YM2151 (reg: 0x78, val: 0x22)
12.2973   | 00005434  | 54: YM2151 (reg: 0x28, val: 0x4A)
12.2973   | 00005437  | 54: YM2151 (reg: 0x30, val: 0x0C)
12.2973   | 0000543A  | 61: WAIT
12.2973   | 0000543D  | 54: YM2151 (reg: 0x28, val: 0x4A)
12.2973   | 00005440  | 54: YM2151 (reg: 0x30, val: 0x0C)
12.2973   | 00005443  | 54: YM2151 (reg: 0x08, val: 0x01)
12.2973   | 00005446  | 61: WAIT
12.2973   | 00005449  | 54: YM2151 (reg: 0x08, val: 0x05)
12.2973   | 0000544C  | 61: WAIT
12.2974   | 0000544F  | 54: YM2151 (reg: 0x08, val: 0x06)
12.2974   | 00005452  | 61: WAIT
12.3220   | 00005455  | 61: WAIT
12.3468   | 00005458  | 61: WAIT
12.3468   | 0000545B  | 54: YM2151 (reg: 0x21, val: 0xFC)
12.3468   | 0000545E  | 61: WAIT
12.3468   | 00005461  | 54: YM2151 (reg: 0x41, val: 0x0C)
12.3468   | 00005464  | 54: YM2151 (reg: 0x49, val: 0x01)
12.3468   | 00005467  | 61: WAIT
12.3468   | 0000546A  | 54: YM2151 (reg: 0x51, val: 0x00)
12.3468   | 0000546D  | 54: YM2151 (reg: 0x59, val: 0x00)
12.3468   | 00005470  | 54: YM2151 (reg: 0x81, val: 0x1F)
12.3468   | 00005473  | 61: WAIT
12.3469   | 00005476  | 54: YM2151 (reg: 0x89, val: 0x5F)
12.3469   | 00005479  | 54: YM2151 (reg: 0x91, val: 0x1F)
12.3469   | 0000547C  | 61: WAIT
12.3469   | 0000547F  | 54: YM2151 (reg: 0x99, val: 0x5F)
12.3469   | 00005482  | 54: YM2151 (reg: 0xA1, val: 0x00)
12.3469   | 00005485  | 61: WAIT
12.3469   | 00005488  | 54: YM2151 (reg: 0xA9, val: 0x00)
12.3469   | 0000548B  | 54: YM2151 (reg: 0xB1, val: 0x0F)
12.3469   | 0000548E  | 61: WAIT
12.3469   | 00005491  | 54: YM2151 (reg: 0xB9, val: 0x15)
12.3469   | 00005494  | 54: YM2151 (reg: 0xC1, val: 0x00)
12.3469   | 00005497  | 61: WAIT
12.3470   | 0000549A  | 54: YM2151 (reg: 0xC9, val: 0x1B)
12.3470   | 0000549D  | 54: YM2151 (reg: 0xD1, val: 0x15)
